age,location,occupation,income_level,fico_score,delinquency_status,charge_off_status,number_of_credit_applications,debt_to_income_ratio,payment_methods_high_risk,max_balance,avg_balance_last_12months,number_of_delinquent_accounts,number_of_defaulted_accounts,new_accounts_opened_last_12months,multiple_applications_short_time_period,unusual_submission_pattern,applications_submitted_during_odd_hours,watchlist_blacklist_flag,public_records_flag,account_age_days,earliest_credit_account_age_days,days_recent_trade_activity,delinquency_group
33,New York,Banker,6738,403.0,111,1,6,1.6269887601901172,1,12967.228442006002,3801.638047548392,4.0,1,4,1,1,1,0,0,735,1380,294,High
35,New York,Banker,5984,317.0,114,1,10,2.757062393489284,0,26085.86703335078,11368.14357058723,3.0,2,4,1,1,1,0,0,1549,2614,105,High
47,San Francisco,Doctor,57716,531.0,119,1,9,2.42910640879764,0,41780.86993083611,17518.903058946486,3.0,1,1,1,1,1,0,0,658,1462,65,High
72,Dallas,Consultant,15637,369.0,115,1,4,2.9860739873059465,0,45713.66932963855,19856.136367360497,3.0,2,4,1,0,0,0,0,1776,2438,366,High
27,Los Angeles,Banker,8108,784.0,0,0,2,0.8118837472617512,0,103062.28985870282,80033.39480541485,0.0,0,0,1,0,0,0,0,1865,586,338,Normal
35,Chicago,Accountant,19540,695.0,0,0,1,0.8767275162363211,0,67809.26187,41884.31759089084,0.0,0,0,0,0,0,0,0,226,3247,164,Normal
53,San Francisco,Other,6068,557.0,0,1,1,1.1468772287496245,0,52721.263413728535,51257.87198807256,2.0,1,1,0,0,0,0,0,1335,2704,117,Normal
30,Dallas,Banker,7011,642.0,0,0,1,1.217665646396403,0,38407.85613,29412.29098601017,0.0,0,0,0,0,1,0,0,240,663,170,Normal
73,San Francisco,Teacher,33586,800.0,0,0,1,1.938683573,0,25111.463208125835,16903.835783089195,0.0,0,0,1,0,0,0,0,954,2070,95,Normal
63,Boston,Artist,6620,625.0,0,0,1,0.6534335237900141,0,55657.10548325916,39950.89579719415,0.0,0,0,0,0,0,0,0,859,715,179,Normal
20,Houston,Other,9613,602.0,0,0,1,0.9296514818091528,0,61318.03137486503,55392.879252422186,0.0,0,0,1,0,0,0,0,1156,3353,156,Normal
55,Atlanta,Other,8433,361.0,101,1,5,2.979304624464969,0,41005.817442713495,14655.528749793306,3.0,2,3,0,1,0,0,0,661,627,190,High
72,Chicago,Teacher,23024,762.0,0,0,1,1.085669186310143,0,16523.927885497396,11127.544014749195,0.0,0,0,0,0,0,0,0,635,714,361,Normal
73,Miami,Other,5188,756.0,24,0,1,1.6072104497394744,0,30015.624545012983,19898.331138550428,0.0,0,0,0,0,0,0,0,1773,3502,266,Normal
44,New York,Accountant,43389,426.0,0,0,1,1.3403027196737567,0,30433.415840270856,24229.67706371508,4.0,2,4,0,1,1,0,0,1382,3380,345,Normal
63,Boston,Other,6503,660.0,0,0,1,1.2847429232961862,0,56304.066774251696,39286.58273699297,0.0,0,0,0,0,0,0,0,184,365,96,Normal
25,Boston,Accountant,58276,443.0,68,0,2,1.2963476538596783,0,48693.02772911314,27076.649132868748,3.0,2,3,0,1,0,0,0,1669,210,164,Normal
63,Miami,Banker,5520,569.0,0,0,1,1.6206561034158888,0,80862.25730175094,50168.35378632904,2.0,1,1,0,0,0,1,0,131,565,375,Normal
23,Seattle,Doctor,32688,796.0,0,0,1,1.0988823054163273,0,67586.25589548204,30352.353060193185,0.0,0,0,0,0,0,0,1,96,690,86,Normal
60,Miami,Accountant,26168,817.0,0,0,1,0.9727531902870792,0,68387.51182,54919.98579702823,0.0,0,0,0,0,0,0,0,700,2347,381,Normal
66,San Francisco,Accountant,19118,364.0,61,0,1,1.5669924688508936,0,29782.06242519443,16959.23197065085,3.0,1,4,0,0,1,0,0,1054,2009,398,Normal
50,Miami,Teacher,15377,749.0,0,0,1,1.0985477652465632,0,88136.30326853722,70693.69657475743,0.0,0,0,0,0,1,0,0,1376,1810,235,Normal
54,Dallas,Artist,9737,528.0,0,0,1,1.0721148249761685,0,81338.87114626978,44131.34717046167,1.0,1,1,0,0,1,1,0,757,1090,178,Normal
26,Chicago,Other,7966,738.0,0,0,1,1.2022111711036667,0,90356.92635,74423.69095346027,0.0,0,0,0,0,0,0,0,1515,2512,394,Normal
35,Los Angeles,Teacher,18252,443.0,119,1,4,2.3287598005870147,0,31322.36517012465,14343.01923508892,4.0,1,3,1,1,0,0,1,1145,894,106,High
73,Dallas,Other,7043,718.0,0,0,1,1.203320609741122,0,69214.9403,55634.44656750778,0.0,0,0,0,0,0,1,0,1552,2340,321,Normal
38,Chicago,Consultant,16701,567.0,12,0,1,1.1787985744124407,0,87386.93362,67406.60299577736,1.0,1,4,0,0,1,0,1,752,1660,295,Normal
55,Miami,Other,4280,695.0,0,0,1,1.4219465815585874,0,38189.50717236477,25632.85649855841,0.0,0,0,1,0,0,0,0,797,2883,237,Normal
57,Dallas,Teacher,46787,599.0,32,0,1,1.803443955522124,0,9296.368773116972,7352.129895448027,2.0,1,4,0,0,1,1,1,1763,1401,173,Normal
53,San Francisco,Lawyer,5395,727.0,0,0,1,1.692374961979804,0,86342.79240448066,57615.43744267955,0.0,0,0,1,0,0,0,1,281,3323,221,Normal
67,Boston,Banker,9308,822.0,0,0,1,1.0110171490986026,0,29098.862632193785,28447.442915463445,0.0,0,0,0,0,0,0,0,1830,426,393,Normal
32,Los Angeles,Teacher,25458,805.0,0,0,1,1.450192607479923,0,78042.17132486087,59911.253420879584,0.0,0,0,0,0,0,0,0,1220,2977,246,Normal
45,Houston,Banker,2722,651.0,0,0,1,1.2722600841826934,0,37262.41268939823,24270.31153010996,0.0,0,0,0,0,1,0,0,568,1354,256,Normal
35,New York,Banker,7725,414.0,0,0,1,1.1203397117001368,1,50587.64494168369,29504.27756166568,3.0,2,4,0,0,0,0,0,1762,776,312,Normal
51,Seattle,Accountant,50257,359.0,116,1,6,1.6312432586952663,0,31485.22308844332,11705.009767988537,4.0,1,4,0,1,1,0,0,748,761,106,High
39,Chicago,Accountant,40458,766.0,0,0,1,1.1648544755607473,0,16486.799908083052,14188.04370095916,0.0,0,3,0,0,1,0,1,1445,1585,226,Normal
28,Seattle,Banker,7081,786.0,0,0,1,1.4824269283726896,0,74473.11734146236,55010.25769,0.0,0,0,0,0,0,0,0,89,1262,261,Normal
30,San Francisco,Artist,13651,455.0,103,1,1,1.7173739493448277,0,39888.00122471715,8619.972733242954,3.0,1,3,1,1,1,1,1,710,3426,230,High
39,Dallas,Accountant,39530,492.0,113,1,2,1.465369619878328,1,30924.68839975833,11886.049496777296,4.0,1,3,0,1,0,0,1,359,223,267,High
41,Boston,Banker,19920,549.0,0,1,1,0.8144238560340026,0,84212.87205066148,61659.79451455825,2.0,0,1,0,0,0,0,0,1204,711,162,Normal
21,Dallas,Accountant,37266,449.0,99,1,5,1.5285500139609984,1,17807.121868876056,5796.448918488232,4.0,1,4,1,0,1,0,0,1331,1098,212,High
18,Miami,Teacher,41924,755.0,0,0,1,1.6739094222807192,0,90095.97455735152,63409.42648130063,0.0,0,0,1,0,0,0,0,1801,1569,209,Normal
72,San Francisco,Doctor,38374,797.0,0,0,1,1.5431492157818494,0,61010.25617089675,40982.61248864698,0.0,0,0,1,0,1,0,0,1711,1749,318,Normal
20,Atlanta,Lawyer,57606,533.0,0,0,1,1.761028587949045,0,100384.83406587764,60498.509943271216,1.0,1,1,0,0,0,0,1,307,3269,51,Normal
31,San Francisco,Banker,3297,405.0,108,1,2,1.2197718620078568,1,51970.60881803891,20601.90941651259,4.0,1,3,1,1,0,0,0,538,228,287,High
18,Los Angeles,Other,8160,740.0,0,0,1,1.7900206034235613,0,80662.88215169671,49794.93446847945,0.0,0,0,0,0,0,0,1,1070,1579,232,Normal
55,Chicago,Accountant,22054,722.0,0,1,1,1.294448837847858,0,81148.74485439202,61666.61051411859,0.0,0,3,0,0,0,1,1,1312,1494,329,Normal
65,New York,Consultant,15105,586.0,95,0,2,2.2296309178094376,1,15417.223666093814,5325.430403693476,3.0,2,2,0,1,0,0,0,1853,2024,208,High
46,Houston,Banker,4193,806.0,0,0,1,0.7822473884837703,0,74287.71495,61699.21051468966,0.0,0,0,1,0,0,0,0,1607,2112,204,Normal
22,Los Angeles,Teacher,53618,731.0,106,1,1,2.1118872008172263,1,33385.281323406845,13394.379253031371,4.0,1,0,0,1,0,0,0,702,1849,282,High
66,Boston,Consultant,13599,679.0,0,0,1,1.1689280107764166,0,87764.16086379872,78572.22274312764,0.0,0,0,0,0,0,0,0,328,2155,96,Normal
27,Houston,Accountant,28138,764.0,0,0,1,0.9837159914057556,0,64007.31211450789,37049.982714697566,0.0,0,0,1,0,0,1,0,241,2108,318,Normal
45,Los Angeles,Accountant,76574,489.0,0,0,1,1.2131487005370027,0,22137.504379833943,13937.847853818896,3.0,1,4,0,0,0,0,1,1014,2912,243,Normal
24,Atlanta,Accountant,38047,743.0,0,0,1,0.6774070119449477,0,63444.48764035029,35642.83281872621,0.0,0,0,0,0,0,0,0,822,2920,284,Normal
64,Seattle,Engineer,73460,748.0,0,0,1,1.4935762905175094,0,90411.56075,64520.01447097564,0.0,0,0,0,0,0,0,0,168,2217,257,Normal
37,Seattle,Consultant,13294,707.0,0,0,2,2.723454927032728,0,62979.96783036199,50995.17217016549,0.0,0,3,0,0,1,1,0,190,3158,130,Normal
22,Houston,Consultant,13838,385.0,117,1,3,2.5871773078718165,1,34060.047768148506,9046.801169,4.0,1,4,0,0,1,1,1,1301,3336,260,High
21,Los Angeles,Accountant,14338,817.0,0,1,1,1.3722851055743233,0,53584.54744892303,45777.459659764776,0.0,0,0,0,0,1,1,0,665,3478,297,Normal
29,New York,Doctor,64693,544.0,0,0,1,2.222458501066457,0,9318.440153470796,9013.145258639172,1.0,0,2,0,0,0,0,0,1582,1355,281,Normal
44,Houston,Consultant,15009,369.0,97,1,7,1.9910115029702384,1,39457.500558805055,12600.670145884538,4.0,1,3,1,1,1,0,1,1634,3193,174,High
73,Boston,Banker,4761,483.0,0,0,1,1.265005033507114,0,26608.81655709844,30352.353060193185,3.0,1,4,1,1,1,1,0,1364,821,76,Normal
40,Boston,Other,9568,622.0,0,1,1,1.2306617931270318,0,42882.17387233664,39166.78433451998,0.0,0,0,0,0,0,1,0,1026,741,172,Normal
42,New York,Teacher,39976,776.0,16,0,1,1.8129561487328625,0,97653.75304635748,82087.78104886653,0.0,0,3,1,0,0,1,0,758,120,331,Normal
38,San Francisco,Doctor,2104,715.0,0,0,1,1.2226723413614538,0,89784.05447443237,70918.28790368667,0.0,0,0,0,0,0,1,0,1355,2902,350,Normal
62,New York,Consultant,14779,700.0,0,0,2,0.7927733096361483,0,17520.687199677872,14813.762095417722,0.0,0,0,0,0,0,0,0,134,2787,119,Normal
72,Seattle,Consultant,32778,411.0,106,1,1,3.1197038349686284,1,32821.21919696132,13754.597120219443,4.0,1,4,1,1,0,1,0,1435,837,354,High
63,Miami,Lawyer,21629,615.0,0,1,1,1.266802779318813,0,61552.32836904622,51698.60818275298,0.0,0,0,0,0,0,0,0,132,1245,363,Normal
49,Dallas,Teacher,44275,832.0,0,0,1,0.9682500153294832,0,66908.08638076796,61079.63648372154,0.0,0,0,0,0,0,1,0,1706,42,327,Normal
72,New York,Retail Worker,23506,446.0,31,1,2,1.8691119426365663,0,8771.987062640317,5948.4080335464505,4.0,2,3,0,0,1,1,0,211,1610,394,Normal
53,Los Angeles,Software Developer,25118,375.0,106,1,8,1.565889182,0,24181.97022909118,8462.191571219939,4.0,1,3,0,1,0,0,1,1707,988,252,High
63,Houston,Banker,9580,753.0,0,0,1,1.612032490060885,0,84802.16783626059,67681.73434603451,0.0,0,0,0,0,1,0,0,849,239,279,Normal
59,Dallas,Other,5826,696.0,0,0,1,1.8168651141617185,0,14189.536025119538,7590.064181887496,0.0,0,0,0,0,0,0,0,1423,973,403,Normal
66,Los Angeles,Teacher,39421,792.0,0,0,1,1.309098714427273,0,75533.25622521549,47103.77042337348,0.0,0,0,0,0,0,0,0,1583,2426,281,Normal
59,Los Angeles,Accountant,40619,357.0,108,1,3,2.6747543007207693,1,1530.3176815950603,504.9186382961043,4.0,2,4,1,1,0,0,0,448,3378,231,High
33,Dallas,Lawyer,8887,598.0,0,0,1,1.7951475698070012,0,17172.55229105892,12180.28152085239,1.0,0,1,1,0,0,0,0,1663,2407,349,Normal
50,Atlanta,Artist,32577,736.0,0,0,1,1.5118623061685823,0,92767.81925644736,88703.06481475482,0.0,0,0,0,0,0,0,0,147,2317,219,Normal
26,Dallas,Doctor,71261,681.0,0,0,1,0.9870769294401726,0,53625.1142650268,33158.79043298702,0.0,0,0,0,0,0,0,0,1845,1936,175,Normal
56,Dallas,Artist,10570,413.0,95,1,8,1.545012860522106,0,14742.324263831468,6350.267047499531,3.0,2,4,0,0,1,0,0,1263,2590,216,High
39,Atlanta,Banker,2056,650.0,0,0,1,1.6163099562465746,0,94954.97054665112,83175.40796242854,0.0,0,0,0,0,0,0,0,356,647,388,Normal
22,San Francisco,Accountant,46851,547.0,0,1,1,1.1733499390402438,0,71119.63189,46887.02758431558,1.0,0,2,0,0,0,1,0,1428,3058,228,Normal
59,Boston,Banker,9251,783.0,0,0,1,1.1591322861765945,0,22006.433231242056,14408.035736540229,0.0,0,0,0,0,0,0,0,1849,1014,156,Normal
34,Los Angeles,Banker,5554,648.0,0,0,1,1.0986821421098725,1,53325.508045114926,52155.87917733088,0.0,0,0,0,1,0,0,0,166,578,291,Normal
29,Chicago,Banker,9925,341.0,117,1,2,2.496714446738424,0,5556.666249123648,1377.430593,3.0,2,3,1,1,1,1,0,1262,344,102,High
33,Dallas,Retail Worker,20629,483.0,0,0,1,1.2021593160806876,1,52843.945778336536,44664.87908675119,4.0,2,4,1,1,1,0,0,748,3541,224,Normal
20,Atlanta,Teacher,42662,503.0,7,0,1,1.5290082517319326,0,71094.03782452634,56637.528826972986,1.0,1,2,0,0,0,0,0,1541,838,324,Normal
47,Dallas,Software Developer,51303,511.0,0,0,1,1.1121736419822057,0,63660.69324019969,55944.59538555457,2.0,1,2,0,0,0,0,0,1459,2532,314,Normal
74,San Francisco,Accountant,96815,750.0,0,0,1,1.8862735582313923,0,38378.01992951926,27424.244537902567,0.0,0,0,0,0,0,0,0,1540,1881,313,Normal
46,Seattle,Other,5270,630.0,107,1,4,1.6720256838967509,0,26908.95183543342,5966.141308822893,4.0,1,0,1,1,1,0,1,1046,209,112,High
64,Boston,Doctor,79158,705.0,1,0,1,1.3661251643345798,0,56150.19238541072,46254.08761742813,0.0,0,0,0,0,0,0,0,1864,2241,212,Normal
54,San Francisco,Banker,4147,661.0,0,0,1,1.4996650367452495,0,24791.37065175549,24491.800996425693,0.0,0,0,0,0,0,0,0,96,2641,188,Normal
40,San Francisco,Other,9611,621.0,0,0,1,1.035293449196742,0,66981.37438,53559.36856287698,0.0,0,0,0,0,0,0,0,811,1412,276,Normal
63,San Francisco,Lawyer,60971,496.0,0,0,1,0.7371755620535106,0,75683.03869559777,61081.77120459743,3.0,2,4,1,0,0,0,0,1208,1239,222,Normal
65,San Francisco,Consultant,14515,523.0,10,0,1,1.0595931687960636,0,32100.98859653529,21586.83482383268,2.0,0,2,0,0,0,0,0,820,1893,387,Normal
40,Seattle,Teacher,25327,511.0,0,0,1,1.6113594708623793,0,33917.19014275614,21923.082964116875,1.0,1,2,0,0,0,0,0,780,3424,123,Normal
62,Houston,Doctor,34108,443.0,2,1,1,1.5073990814529323,0,56982.25588303543,42321.64958702949,3.0,2,3,1,1,0,0,0,1284,2337,391,Normal
34,Seattle,Consultant,15486,556.0,0,0,1,0.936137709060476,0,89635.65902590458,53667.55177716893,2.0,1,2,1,0,0,0,0,252,3145,67,Normal
38,Atlanta,Banker,3358,670.0,0,0,1,0.6545872962928442,0,63858.754629004026,41946.18980962667,0.0,0,0,0,0,0,0,0,761,2699,171,Normal
23,San Francisco,Accountant,57626,567.0,0,0,1,1.4357911881394645,1,92628.40941170968,66197.82955834795,1.0,1,2,1,0,0,0,0,658,2774,198,Normal
61,Boston,Banker,7323,702.0,0,0,1,1.584884572733412,0,73458.99089311397,41543.41707801718,0.0,0,0,0,0,0,0,0,841,3661,237,Normal
35,Boston,Other,4320,563.0,0,0,1,1.270756264878623,0,34611.58338262392,23791.31473835092,2.0,1,1,0,0,0,0,0,1321,1617,193,Normal
47,Atlanta,Teacher,52533,550.0,31,1,1,0.6986675524469551,1,69302.81269160882,34019.21953955399,1.0,1,1,1,0,0,1,0,486,1744,276,Normal
39,New York,Banker,9610,704.0,0,0,1,1.6800083286620575,0,12589.162752606657,8363.948925867327,0.0,0,3,0,0,1,0,0,1419,3307,76,Normal
71,New York,Accountant,21829,597.0,0,0,1,2.5272442611688897,0,40096.75679693009,33629.768403986905,1.0,0,1,0,0,1,1,0,360,1559,89,Normal
50,Miami,Banker,4308,499.0,0,0,1,1.726180397526918,0,87645.43895194848,75768.50979,3.0,1,3,0,1,0,0,0,514,1256,97,Normal
47,Seattle,Engineer,82416,565.0,0,0,1,1.2342938123829283,0,88699.64004434037,71741.35030121185,1.0,1,2,0,0,0,0,0,1484,1158,103,Normal
34,New York,Retail Worker,21348,794.0,0,0,1,1.3056751595570308,0,82928.87376974836,49735.751680289926,0.0,0,0,0,0,0,0,1,591,2231,62,Normal
49,Chicago,Banker,3765,607.0,0,0,1,1.522348302165311,0,45526.16180972412,28625.16758151356,0.0,0,0,0,0,1,0,0,1316,2709,325,Normal
68,New York,Retail Worker,16710,677.0,119,1,3,1.6570062894927435,0,48065.20164902526,12685.408261525556,4.0,1,3,1,1,1,1,0,1598,93,387,High
31,Miami,Retail Worker,8410,647.0,0,0,1,1.5094393505531187,0,66824.79300119972,50910.91824700747,0.0,0,4,0,0,0,0,0,1002,2861,195,Normal
64,Houston,Other,3578,753.0,0,0,1,1.1099031859787332,0,41562.77215975856,25828.18769727072,0.0,0,0,0,0,0,0,0,999,234,390,Normal
68,San Francisco,Other,9043,356.0,119,0,2,1.9307406379295493,1,25494.451295338265,5994.490665210073,3.0,2,4,1,1,0,0,0,1213,493,275,High
51,Miami,Accountant,46644,641.0,0,0,1,1.7321133380324638,0,35134.28252343971,27914.94470942605,0.0,0,0,0,0,1,0,0,102,91,53,Normal
45,Dallas,Banker,2100,570.0,11,0,1,1.4500757046545911,0,94752.48603,63981.22099640573,1.0,1,2,0,0,0,0,0,422,1230,71,Normal
28,Houston,Software Developer,46163,476.0,0,0,1,1.187591757625303,0,15342.847298013943,10634.293473381287,4.0,1,4,0,0,0,0,0,1442,919,349,Normal
31,Seattle,Consultant,14156,672.0,7,0,1,1.0878192222734775,0,49416.38410488358,43259.96348988256,0.0,0,0,0,0,0,0,0,1135,2228,137,Normal
56,Chicago,Banker,4835,595.0,0,0,1,0.9792458424636412,0,79106.99073,52180.54120853655,1.0,1,1,0,0,0,0,0,859,761,360,Normal
64,Atlanta,Consultant,14785,595.0,0,0,1,1.04451926680297,1,13708.241942548835,11822.23314647237,1.0,0,2,0,0,0,0,0,1195,515,140,Normal
71,Boston,Doctor,71552,705.0,0,0,1,1.3729735778689598,1,75396.07544294752,63960.621120954944,0.0,0,0,0,0,0,0,0,1479,1651,178,Normal
36,San Francisco,Consultant,16726,763.0,0,0,1,1.5924606798517429,0,55540.86327810623,34945.26572857675,0.0,0,0,0,0,0,0,1,585,1138,404,Normal
32,Chicago,Accountant,45363,754.0,0,0,1,1.346082955866862,0,34488.49683,31726.9651298108,0.0,0,0,0,0,0,0,0,993,1603,309,Normal
45,Miami,Teacher,44322,522.0,0,0,1,0.9546021023746566,0,51200.89827254166,34541.85886905678,2.0,1,1,1,0,0,0,0,1401,3279,258,Normal
41,San Francisco,Engineer,75326,758.0,0,0,1,1.5236718827772182,0,53912.26860063328,43373.46176336157,0.0,0,0,0,0,1,0,0,142,620,86,Normal
26,Houston,Banker,6055,538.0,119,0,6,1.1486217335186852,0,43438.79683,15960.12127790379,3.0,2,2,1,0,1,0,0,1368,2506,173,High
50,Los Angeles,Lawyer,53168,698.0,0,0,1,1.5583011246620782,0,78638.80294065556,42252.31166360958,0.0,0,4,0,0,1,0,1,1263,477,63,Normal
36,Seattle,Software Developer,76500,420.0,119,1,5,2.0403571784199297,1,3349.2712825273543,691.3030913,3.0,2,3,1,0,0,0,0,891,1631,291,High
20,Atlanta,Software Developer,20491,678.0,0,0,1,1.1963859652450624,1,16536.242963876823,11657.615885732652,0.0,0,0,0,0,0,0,0,450,839,191,Normal
57,New York,Doctor,56132,549.0,90,1,6,0.6556333061445924,0,14733.015958883105,6005.670173,4.0,1,3,0,1,0,0,0,197,2258,406,High
64,Los Angeles,Lawyer,62839,750.0,0,0,1,0.9723135674392468,1,49281.01716819983,46240.85922021776,0.0,0,0,0,0,0,0,0,850,1371,332,Normal
46,Chicago,Consultant,15570,456.0,110,0,3,1.5504964046206753,0,30645.314975216326,13708.766751478575,3.0,1,3,1,1,1,0,0,379,1813,67,High
67,Boston,Retail Worker,11381,602.0,0,0,1,1.5893898105261652,0,26491.44554720133,18477.87446394009,0.0,0,0,0,0,0,1,0,1230,1915,139,Normal
51,Seattle,Consultant,15535,349.0,115,1,2,2.829458449030688,1,34439.41299247254,14039.646436544486,3.0,1,3,1,1,0,1,0,606,3344,275,High
68,Los Angeles,Consultant,14155,399.0,118,1,10,1.316077398558658,1,7904.536078022076,30352.353060193185,3.0,1,4,1,1,0,0,0,955,2692,260,High
30,Seattle,Teacher,31951,703.0,0,0,1,1.4740564302577082,0,10666.53329215026,9762.367858,0.0,0,4,0,0,0,0,1,125,1671,281,Normal
51,Seattle,Doctor,64444,485.0,35,0,1,1.4464471755037542,1,9940.3438780594,5218.577283200611,3.0,1,3,1,1,1,0,0,1149,1139,320,Normal
46,Atlanta,Doctor,42164,611.0,2,0,1,1.146096919391851,0,57662.6774550764,39182.18648632372,0.0,0,0,0,0,0,0,0,1259,103,263,Normal
65,Los Angeles,Teacher,58891,817.0,0,0,1,1.3203826452283705,1,21350.21055363319,15664.868057711914,0.0,0,0,1,0,1,1,0,1809,1218,95,Normal
30,San Francisco,Consultant,16149,660.0,0,1,1,1.3095774490922103,0,85250.48992,60807.80596074776,0.0,0,0,0,0,0,0,0,755,1726,225,Normal
65,San Francisco,Artist,8558,497.0,112,1,7,2.323660881554756,1,15729.499758762178,2776.136744903295,3.0,2,3,0,0,0,0,0,1146,806,316,High
66,Atlanta,Consultant,15980,629.0,0,0,1,0.9662889414799476,0,93162.81729921828,83890.74431118774,0.0,0,0,0,0,0,0,0,1179,1996,170,Normal
41,Seattle,Engineer,66351,528.0,104,1,6,1.2908211879030345,0,10781.42856536736,4970.446308529989,3.0,2,2,0,1,1,0,0,1423,370,236,High
34,Atlanta,Banker,9985,804.0,0,0,1,1.54517050838821,0,21994.69040476543,21667.416431230984,0.0,0,0,0,0,0,0,0,747,1164,250,Normal
24,New York,Engineer,80528,534.0,0,0,1,1.1081406065339308,0,66785.21337927169,55656.95440193518,1.0,1,1,0,0,1,0,0,841,401,362,Normal
30,Miami,Lawyer,18345,542.0,113,0,4,1.8850560528626323,0,12429.264870993617,5324.601170129062,4.0,1,1,1,1,1,0,0,390,2250,381,High
22,Dallas,Other,4876,732.0,0,0,1,1.2031757643950276,0,97145.96795,69171.13470714909,0.0,0,0,0,0,0,0,0,985,1478,71,Normal
43,New York,Banker,8881,404.0,110,1,2,0.9557809631724908,1,35976.83049409554,8954.273603,3.0,2,3,1,0,1,0,0,1562,1222,375,High
66,New York,Lawyer,62996,686.0,0,0,1,1.1455727298868104,0,76235.12222529826,60773.57993339391,0.0,0,0,0,0,0,0,0,1643,1346,98,Normal
20,Dallas,Banker,3618,773.0,0,1,1,1.1068284605367442,0,61330.16607707428,42796.737731631925,0.0,0,4,0,0,0,0,1,355,3150,227,Normal
24,Seattle,Consultant,15056,351.0,100,1,3,2.938217659539388,1,44074.58594278888,9983.774795,4.0,2,4,0,0,1,0,0,465,179,368,High
66,Chicago,Retail Worker,8224,743.0,0,0,1,0.9654701276120397,0,20318.827208309856,14926.758075854645,0.0,0,0,0,0,0,0,0,851,3011,289,Normal
70,Dallas,Other,4073,770.0,0,1,1,2.235597584271774,0,56991.32277309576,49850.099748116416,0.0,0,0,0,0,0,0,0,205,1256,351,Normal
18,New York,Accountant,54981,698.0,0,0,1,0.9254062462967604,0,81328.78514,55650.1886,0.0,0,0,0,0,0,0,0,657,1328,379,Normal
66,Chicago,Teacher,58863,708.0,0,0,1,1.2304478467057611,0,16859.20117688906,14435.727926841482,0.0,0,0,0,0,0,0,0,1494,53,114,Normal
34,New York,Artist,18632,785.0,0,0,1,1.0086702676218828,0,55422.18233854083,41500.63576,0.0,0,0,0,0,1,0,0,361,548,169,Normal
42,Boston,Doctor,37391,665.0,0,0,1,2.069977349897919,0,26816.841219008988,17016.984398506407,0.0,0,0,0,0,0,0,0,271,1534,194,Normal
20,Seattle,Software Developer,79652,604.0,0,0,1,1.3607575439659254,0,46685.48089142088,34522.05715854454,0.0,0,0,0,0,1,0,0,1646,1425,113,Normal
32,Seattle,Other,69179,735.0,0,0,1,1.7871537612845512,0,64371.82277409285,39475.45140549006,0.0,0,0,1,0,0,0,0,1449,2649,341,Normal
70,Los Angeles,Doctor,53087,752.0,116,1,4,1.580636544110822,1,19942.44338047945,9653.860373976142,4.0,1,4,0,0,1,0,1,57,2293,73,High
60,Houston,Lawyer,5177,644.0,0,1,1,1.4137288589406931,0,12500.48755214556,10242.656382623722,0.0,0,0,0,0,0,0,0,115,90,288,Normal
49,Atlanta,Other,4401,786.0,0,0,1,0.7326583832837308,0,19703.71048755793,13393.149430623367,0.0,0,4,1,0,0,0,0,160,3006,330,Normal
43,Miami,Teacher,25800,465.0,8,0,1,0.6476133048778139,0,44513.57547485965,27888.24742871331,4.0,2,4,0,0,0,0,0,674,3289,386,Normal
33,Atlanta,Other,8115,582.0,0,0,1,1.4440602312549675,0,36422.36456822464,30352.353060193185,1.0,0,2,0,0,0,0,0,1639,512,365,Normal
42,Chicago,Other,2808,721.0,0,1,1,1.503503938936293,0,104505.95688014133,79807.65498052313,0.0,0,0,0,0,0,0,0,1439,2830,323,Normal
73,New York,Consultant,15954,425.0,97,1,6,1.826898905428645,1,33974.56296410657,30352.353060193185,3.0,2,4,0,1,1,0,1,922,1043,392,High
73,Seattle,Other,6398,604.0,0,0,1,1.7767977545540714,0,73792.18562649835,65292.31599079482,0.0,0,0,0,0,0,0,0,1302,2675,132,Normal
46,Dallas,Consultant,16664,536.0,0,0,1,1.0130393046363582,0,41504.67586150089,34727.68845923353,2.0,0,2,0,0,0,0,0,1468,2267,121,Normal
74,Atlanta,Accountant,42700,536.0,11,0,1,1.0040163510431483,1,48200.96044141418,40681.178385957326,2.0,1,2,0,0,0,0,0,1172,940,379,Normal
39,Miami,Doctor,92218,533.0,10,0,1,0.945876166,0,75528.34469,50139.23049887974,1.0,1,2,0,0,1,0,0,1847,2782,380,Normal
33,Los Angeles,Accountant,38123,554.0,0,0,1,2.932900502433521,0,26467.488284259947,20639.578236908543,2.0,1,1,0,0,0,0,0,1641,1361,150,Normal
68,Dallas,Artist,19837,778.0,0,0,1,1.4076233176264952,0,51654.86687804556,31176.52348745955,0.0,0,0,1,0,0,1,0,1761,3113,343,Normal
61,Atlanta,Banker,9365,385.0,85,0,2,0.8186958113146682,0,35821.72447,30352.353060193185,3.0,1,4,0,1,1,1,0,922,2444,384,High
68,Chicago,Accountant,3324,795.0,0,0,1,1.142489620627604,0,106638.44272219812,80912.33002481812,0.0,0,0,0,0,0,0,1,1816,1988,51,Normal
58,Boston,Banker,8093,604.0,0,0,1,1.1463515321349318,0,67173.68049431483,50452.36164107872,0.0,0,0,0,0,0,0,0,308,637,246,Normal
